,LCPINDEX2,OLINDEX3,SINDEX2,GINDEX,D460,BD530_2,BD670,D700,BD875,BD905,BD920_2,BD1200,BD1300,BD1400,BD1450,BD1750,BD1900r2,BD1900_2,BD2100_2,BD2100_3,BD2165,BD2190,D2200,BD2210_2,BD2250,BD2265,BD2290,BD2355,MIN2250,RPEAK1,BDI1000VIS,Category,Color
olivine (High),-0.02354586626799431,0.007389014142608805,0.0005149173424539022,0.0,0.0,-0.0012392813901811461,-0.0010372233174653633,-0.00017574331665937137,0.004291241492486719,0.010776879013290275,0.007349699535257437,0.00029359954643870534,0.019653255206150577,0.00022969515304549493,0.004237578825093347,-0.0007400196789018043,0.0004983122939541396,-0.0006153239679440592,-0.0014503944304737892,0.0011639235305539453,-0.0003028075909252692,-0.0006156490044237906,0.0009787745902561928,-0.00016839350547459553,-0.000626860744918023,-0.0006548940999158148,0.0004760319259288215,-0.0010516306017602783,3.3229221809705223e-06,0.44262999999999997,0.18412309083105827,olivine (High),red
alteration + olivine (Low),-0.0108607571020084,0.07979562372330945,-0.006685224911355148,0.0,0.0,-0.002765557937987717,-0.009162358498500334,-0.0031721086544755916,0.00545246302381186,0.023421518197534907,0.013255410114441757,0.000933749418075891,0.03103425212901878,-0.0013763646582556355,0.00915926443952264,0.00047403255964317825,-0.0012417343499790956,-0.0003208643043399739,-0.004966149249722163,-0.00240100597657511,0.0032928569415699993,0.0035192419817233755,0.002598631725756917,0.0008681318682326467,0.0040791672733577755,0.004767777296562081,0.0025230139652457906,-0.002195773009132207,0.002362331356901781,0.45747801960392076,0.18304262919492698,alteration + olivine (Low),red
hcp + olivine (High),-0.003749315294449374,0.11113780627761456,-0.0057137934204216645,0.0,0.0,-0.009105626431806346,-0.0076943131271556275,-0.0029138463506668266,0.008528581327550189,0.022288906822534593,0.010972892403824819,-0.0005992172618511926,0.056359915349253775,0.010881195892126772,-0.0030933897596903126,-0.0007775005498229515,0.005204963788055794,0.0021824436452408946,-0.005064346490202265,-0.0012347777758228151,0.0003006138742204234,0.0006459515404662053,0.000701406297235474,0.0004097668930349574,0.0018976226291883558,0.0032200135450406453,0.0008223029588907416,0.0015971406277168754,0.001236357058620241,0.48132483896779354,0.1638809914909244,hcp + olivine (High),purple
hcp + olivine (Moderate),-0.015698889624911706,0.08614488747535129,-0.0028090448990281125,0.0,0.0,0.005645304125331818,-0.00016080712574284561,0.0031416102809034285,0.005401808880697079,0.02034965447468784,0.015038496442336236,-0.0005010075797706737,0.029861418742889834,-0.00043977432149477913,0.007947613797386843,-0.00026652480752309415,-0.0006682239168331883,0.0005861544770454641,-0.0011067033224145817,0.00033393664864911354,0.002952295940666816,0.0030770986542828505,9.978211833394646e-05,0.0011815799039640584,0.0016408644068397482,0.0016408644068397482,0.0014713506300104706,-0.002243795084031497,0.0020289328994956835,0.6495124064812963,0.18431732137447177,hcp + olivine (Moderate),purple
hcp + olivine (Moderate),-0.018072573457441177,0.08969777061399835,-0.0031493763898853278,0.0,0.0,0.015619839000411084,0.007161793789974835,0.004289026898692927,0.004103101509574381,0.011247837468318922,0.007263905709664287,0.00019036633297564443,0.03524413716317942,0.002180749694251083,0.0078035825406579384,-0.002004567707366567,-4.746913828057586e-05,-5.183944766740112e-05,-0.0012991710794265643,-0.001897602837347856,0.00323113028643196,0.0035485281941167734,-0.00041338704671267656,-3.665255416063218e-06,0.002412272313593089,0.0025399932572993666,0.00019970245273215337,0.0005915498352889736,0.00013900813276424007,0.6613908221644329,0.1838151183129939,hcp + olivine (Moderate),purple
hcp + olivine (High),-0.013903172119836537,0.0708927246264119,-0.000551331341155592,0.0,0.0,0.0051633535721961055,-0.011366407587233507,-0.001982364303079631,0.004195700108035161,0.009284111085782754,0.0060649082127359755,0.0012453948144303117,0.030142870497542384,0.0012543034153243982,0.005600861230923626,-0.00046534260212305334,0.00585488449932825,0.0032292689134452157,-0.0007001163542206257,-0.0009466823139090419,-0.00133452884979679,-0.0013023629182040697,3.234935969764763e-05,0.0004330719058172061,0.0004674849813443016,0.0008236497489170214,0.0001655193926864973,-0.00014879506810094867,0.0007132100480330417,0.7123240288057612,0.1854576492808384,hcp + olivine (High),purple
hcp + olivine (Moderate),-0.007342264671198473,0.05490024946806138,-0.0037221459464251705,0.0,0.0,0.010619232080649077,-0.009514441319724343,-0.0017955305647519015,0.005670151574054483,0.011266121988924405,0.005017258321653784,-0.0008374469656760031,0.025356589248734962,0.002390188833042095,0.006085270033393764,-0.00027063459424536696,-0.003063334438636378,0.003000124384352043,-0.00395740615718676,-0.00211317746722961,0.0021708580996721016,0.002603345913898769,0.0005721935179574533,0.0005968409165365562,0.00294709012306571,0.0033389917145628667,0.001057915527348352,-0.002123224168326221,0.0012674371714482824,0.6610308701740348,0.18550697385817316,hcp + olivine (Moderate),purple
olivine (High),-0.01772420911197319,0.04351924263551618,0.0005467938931980054,0.0,0.0,-0.0032391268898952497,-0.008383646957306867,-0.003938698457515377,0.004820650443437935,0.01117958991862944,0.004909709310952359,0.000825869736600926,0.024974820394268016,0.004821767143352584,0.001961149604235435,0.0001802428845298909,0.0025042791028757616,0.0003158657328437009,-0.00030686376268218574,0.0006924176447976604,0.0014316808480230314,0.0011901695962640568,-0.00034825159467799516,0.00032411443154423125,-0.0003212351126473667,-0.0006113223072159446,0.0008124265858826529,-0.00012452506137194952,-0.0012162788346223863,0.44262999999999997,0.18087097408632336,olivine (High),red
olivine (High),-0.008093861162270932,0.04197932658571726,-0.0007667347288373705,0.0,0.0,-0.008513493816006301,-0.00895717456846179,0.000446627726666482,0.0035391199593686196,0.008300959793756113,0.004504789888312044,0.0001834257025397079,0.0249769718349222,0.002607332019199937,0.0017500127416038014,-0.000672768740238805,0.005095019636528253,0.0028316261850156454,-0.004052247183649937,-0.001105516946830809,-0.0014846730451383294,-0.0015643028487641875,0.0015140231100424506,0.0007795505962392424,0.0013337316394123055,0.001326062384884974,0.00022204515531043523,-0.0007737520781332385,0.001188593500540791,0.44262999999999997,0.17343493589232006,olivine (High),red
hcp + olivine (High),-0.01602244919762781,0.08433281091081919,-0.00031037810298162327,0.0,0.0,-0.013356703707042117,-0.009870729677063927,0.0009283426490076518,0.007636876916065516,0.01588150264636945,0.00542638636924575,0.001381715455439636,0.04031789089089133,-0.001974471013642898,0.007943366306622623,-0.0006971597958544962,0.0018039777668582557,-0.0004357753619594895,0.006760115910747322,0.0029884762258346464,0.0020964367014741914,0.0023049527579844797,-0.001955407796232489,0.0009198641576273481,0.0006422623085864387,0.0007382054548872308,0.00015709253756157615,-0.0007370932102308547,0.00012899794327059233,0.44262999999999997,0.16888914889112885,hcp + olivine (High),purple
alteration + olivine (Low),-0.012787367525742476,0.016469343868753525,0.0005927099085326626,0.0,0.0,0.00022923921164208494,-0.011170781380864803,-0.0035999548582241747,0.0005653415524973227,0.003232593938000461,0.0015478432855855484,0.0004898487334838997,0.022495973702461924,0.002701887367830502,-0.0007335023814742936,0.0013966088054020442,-0.0006560442581671211,-0.0020849868968866314,0.0031214928290712596,0.0018849909003584298,0.0019391182228726267,0.0021495230920710595,-0.0009643970309498595,0.0003926528074097435,0.0006470355980670028,0.0005975761095894372,-0.00014442594850883061,-0.0004956257703208067,-0.0007878022956349096,0.7211428525705141,0.18799037393300527,alteration + olivine (Low),red
hcp + olivine (Moderate),-0.0077037241758097785,0.04308704492397795,-0.0034016402119680933,0.0,0.0,-0.016522704188828063,-0.005772191592226639,0.00030022863467760175,0.005808998311930824,0.020188418952224785,0.013765130778574108,-0.00026963452185468917,0.026402824757109977,0.0014762176641407443,0.002009445239629204,0.0003108879743290993,-0.003508284840056275,-0.0012111341400293796,0.007731707024834611,0.0016016950803859897,0.006183531324636893,0.006712615279788836,-0.0021409871055424468,0.0015075503846593286,0.003575028534525626,0.0038168656624052444,-0.000835003286349556,0.0012600675945375617,1.2551116333581191e-05,0.44262999999999997,0.1588234608419289,hcp + olivine (Moderate),purple
olivine (Low),-0.018954867160518994,-0.017494179469544773,0.004042233743221435,0.0,0.0,-0.005946154698680761,-0.009147805307592183,-0.0027937307029672898,0.0024250722854293194,-0.001333232604191048,-0.00995911091977253,0.0020023675510606465,0.02135979657267506,-0.002612333954802093,0.009241617752456355,0.001460514601232532,0.006329116338601892,-0.0012848485694816336,-0.007104444433574608,-0.0002654190023323455,-0.006732472894971142,-0.0072167069668045425,0.002096606881078822,0.0006464990295182993,-0.005028505830919627,-0.005308327268558122,0.0003193278467196192,0.0005748331821257002,-0.0007255630097147137,0.44262999999999997,0.18315541538459215,olivine (Low),red
lcp (Moderate),0.024353922955588626,-0.020978352592878072,-0.011189332885640724,-0.004325182756311996,0.0,0.004233306860579877,-0.000890634187292072,-0.0003706462890575857,0.007536293863828369,0.02472709776193338,0.014269677582609663,-0.001391739150456317,-0.004806696749837469,-0.002237648083189381,-0.02115736138061397,0.0013092760346707921,-0.013502234325066809,-0.004282011848475875,0.00549150802933418,0.004935882368832689,0.005393941729304519,0.006159661384867343,-0.0001198124014525348,0.0025200363042758855,0.00864218067587641,0.00864218067587641,0.001882134887611131,-0.000622540917459613,0.003942915727468965,0.5512455131026205,0.17922516152520762,lcp (Moderate),cyan
olivine (High),-0.008407806297594167,0.04883813755538434,0.002148645014782624,0.0,0.0,-0.0026922979623309473,-0.005426025409840163,-0.009690443763932466,0.008829828499513859,0.006971111864709667,-0.0035103105164548953,-0.00014020813082282757,0.021002244152104832,0.0033477714279904758,0.0002082902593076863,-0.0005383896153201562,0.00536120703446008,0.0018950970773812248,-0.003945810433699126,7.479006320842974e-05,-0.0031748127259181302,-0.002754375814536969,0.001059502607685503,0.0008813372220614069,-0.0027294590583217815,-0.002845073447662827,-0.000252332587167059,0.001230467585459638,-0.0014394380107130011,0.4649470234046809,0.18696111250521796,olivine (High),red
olivine (High),-0.012496059533828508,0.033448027951667264,0.0012145983333291532,0.0,0.0,-0.003685778483105251,-0.013167074794784739,-0.006683983754203648,0.008141244657894231,0.009813549822543455,0.0013575550920932322,0.002414845501686358,0.028517173760086112,0.0021862645087199484,0.0034908985933779224,-0.00023452218945774206,-0.00015745784487153358,-0.00018120759372486361,0.00011552933392811049,0.001001408281532279,0.00037381682996406873,-0.00013937759636650782,-0.0009309211982140297,-0.0004084203539322928,-0.00035832005549063517,-7.098455978993279e-05,0.0005112017583164263,-0.0009582513643111579,-0.0006586748940056175,0.4712461832366473,0.17990919051827436,olivine (High),red
hcp + olivine (Moderate),-0.002618538989386554,0.05388980318068309,-0.0028125128603531113,0.0,0.0,-0.0043872359713310605,-0.03350286774794742,-0.009088844045301414,0.006763876388360512,0.018848538580576113,0.01180815558447379,0.0011274100060081338,0.02812636710051064,0.0036056846067731296,0.007262436219928836,-0.002294372823448132,-0.0027927261713840412,0.001977516089365583,0.0011343663197341813,0.001653955882700453,0.005309519879398428,0.005622226508818606,-0.0015710724067823367,0.0016453006794349134,0.0036524275176210708,0.0036524275176210708,0.0009872372975516797,-0.002657757143087691,0.0019380103465717058,0.44262999999999997,0.16800359202085868,hcp + olivine (Moderate),purple
olivine (Moderate),-0.004593398034362784,0.0012088551812478492,0.000560780797283833,0.0,0.0,-0.010458091529634839,0.006913574352860663,0.0009211091703272833,0.0037390235082032097,0.0007893689779850943,-0.004503772787253446,0.00043112150996960086,0.01752261778207498,-0.0006185181873994416,-0.0012563236160041402,0.0015547626114564839,0.0025157217727485026,0.0016537958068615355,-0.000812179370766275,0.0003025117877532013,-0.0007545077474666595,-0.000490255178039245,0.0007381295823517542,0.00038275512586583016,-0.0007111631249361317,-0.0005464975063727007,-0.0001524712518052862,0.00043429024455510223,-0.0004947681448428387,0.44262999999999997,0.1738711993975942,olivine (Moderate),red
olivine (Moderate),0.006794557716307137,0.006840163682656664,-0.004246348322516358,0.0,0.0,-0.007941118976853012,-0.01271676711425429,0.01300488298372715,-0.00019203027543412965,0.00981702213055935,0.006887583387268803,0.003759876135583151,0.024138297847245194,-0.0013504150029175488,-0.0038218998972026075,3.040864917003283e-05,0.0023572051430372776,0.0007030636459809392,0.00042743801356293076,0.002448335216996722,0.002842165144892217,0.0034022480360907936,-0.0004069232863048722,0.0018506166435763305,0.004137069960597484,0.004137069960597484,0.0012548106961172145,-0.0022637183360798563,0.0014809872289310855,0.44262999999999997,0.16962994920762187,olivine (Moderate),red
plagioclase (Low),0.0003943655484477394,0.007899871261900114,0.0019964206036547916,0.0,0.0,-0.004804362196108913,-0.0424760382131697,-0.012163781645079919,-0.002206720426844111,-0.011373243036321146,-0.010882574322078176,3.894165993578724e-05,0.02308800854480375,0.0009024245540576459,-0.0004486077129290944,0.0006214827938508805,0.005462221925190969,0.00015301113598120697,0.0005975577026654522,-0.0007516702841130485,0.0016485496665906707,0.0030016194805955188,0.0007467212167648896,0.0026455526684784347,-0.0015169252114368703,-0.0021655676870731,-0.0002001186546920497,-0.00030524783513397047,-0.0025772732899838058,0.44262999999999997,0.180250613456428,plagioclase (Low),yellow
hcp + olivine (High),-0.008860428085370443,0.08584987860864624,-0.000650364939120518,0.0,0.0,0.010678475295761936,0.05884985950139621,0.02676794388467596,0.0019438030658277539,0.01748781203987737,0.01730212710856538,4.527348767313644e-05,0.030139116106127295,0.0005058242732763896,0.009824888000290799,-0.0005086791367225896,-0.006392578841829311,-0.00041724991117964016,0.00104053857956532,0.0017285239152609044,0.0020605131889878114,0.001210593710063046,-0.0015201898007568548,-0.0005306217429499327,0.002759944313456275,0.002464861739347568,0.0023060113075579203,-0.0020359663364923897,0.000376744450589217,0.7214128165633126,0.18485623834246068,hcp + olivine (High),purple
hcp + olivine (Moderate),-0.006597235165752546,0.04827138226913534,-0.004259278744389139,0.0,0.0,0.003888478129485118,-0.012512626650308833,-0.004448314955687538,0.0024207487815266493,0.008614814892616951,0.005345150666916432,0.0010526742591813187,0.016346915893530323,-0.0012666856485876732,0.006650384727225123,0.0,0.01342916779258052,-0.000979189662879465,0.0015503747626979258,-0.0006888683098706938,0.0002159354378503675,0.0006705797209191067,0.0013925219571297998,0.0006876564175249955,0.002651647673795332,0.001829175402428329,0.0020354513257290208,-0.002902275222661954,0.002007514201559757,0.7224926725345069,0.18742820547026384,hcp + olivine (Moderate),purple
alteration + olivine (Low),-0.00491549501177031,0.06302414321837986,-0.0031678663693885944,0.0,0.0,0.005452543693088896,0.023296638029887684,0.008935109176648193,0.0006883093227433301,0.008857464602637144,0.007727881700486994,-7.204512720382361e-05,0.030975678712378274,0.00841269412098955,-0.0005455512278385033,0.0008841592438605383,-0.013795572654454524,-0.005368874926340972,0.005598619142188843,0.006198448422893965,0.0011857472784342349,0.0006923073641560418,-0.00177292765582715,-0.0010186271301031447,0.003522691497422681,0.003166781513496031,0.003152130682071652,-0.003756697287709443,0.0003412788014953705,0.6532019143828766,0.1847629065935288,alteration + olivine (Low),red
alteration + olivine (Low),-0.010395430781470847,0.04956247361028611,0.0014118863699736917,0.0,0.0,0.0034792043137551465,-0.015516967162997108,-0.009459290663156983,0.004821089374592358,0.010484077614227205,0.004237350987886357,6.596099312305981e-07,0.016906552778767514,-0.0005941934221818101,0.006158708992990647,-0.0005960196766015002,0.005213005752987776,0.00021047626660797292,-0.0002766455027196635,0.0019963940047678097,-0.0019245784447436964,-0.002250196394762094,-0.001101181722318767,-0.0005287901428243647,-0.00316892420677517,-0.003059053418591029,0.000152647659642291,0.0006069522240682579,-0.0015299608281722499,0.6242257791558311,0.1869286958236822,alteration + olivine (Low),red
olivine (High),-0.016218624207013144,0.05167538752276597,-0.0024203036642551634,0.0,0.0,-0.00843912385639256,-0.016457139651040897,-0.014729775504611187,0.0034395849848690707,0.009858676264510202,0.0008448438745126685,0.002553726241757759,0.031553153085719265,0.0035294888274383096,-0.0022426957740795395,0.0008416669752049355,0.006504387527497935,-0.0014295306366376437,-0.0037972425649206443,-0.003732040462903763,-0.0009459956757651433,-0.0007993803954897682,0.0017596742193561887,-0.0005423905919559324,0.00011371463004905547,-0.0009173137309552715,0.002624414136013997,-0.002174479167918131,0.0006258058545748346,0.44262999999999997,0.1756804928122471,olivine (High),red
olivine (High),-0.014995030728350824,0.06445932841866389,-0.004448585945493466,0.0,0.0,-0.00946789693733141,-0.022831875999776763,-0.011682036138904284,0.002751442497200829,0.011366317638208279,0.004270821127889568,8.005490365714518e-05,0.0342797078828444,-6.841143294344931e-05,0.0036152797254761504,-0.0006326934086673397,0.001975320095610633,0.00039060417291547633,-0.0017947785723786414,-0.002120053919496767,-9.090410304035679e-05,0.00012954678565280098,0.0013038258812980708,9.791030180483773e-05,0.0010701289931145386,0.0010701289931145386,0.0009781124522386664,-0.0007436729322440883,0.0008575920840593332,0.4553183076615323,0.1734770727013833,olivine (High),red
plagioclase (Low),-0.008531749029349611,0.015749553219299967,0.0008474496861263781,0.0,0.0,-0.002365443249448429,-0.006904115052172477,-0.00687301262574147,-0.0009557759541418687,-0.003978155850823617,-0.005792375485010881,-0.00020351054032263782,0.012106955764731975,0.0018024216312819696,0.00176347336683369,-0.00014393902126430547,5.968050734439512e-05,-0.000281040855316661,0.0027447895864358696,-0.0009138904922691982,0.00020070018143980572,0.00019148654820178024,-0.0019164957968202945,-0.001197425655979245,-0.001825499286815191,-0.001825499286815191,-0.00048029764213453063,0.0019198291635972309,-0.0023988516572748253,0.44262999999999997,0.1855884124682879,plagioclase (Low),yellow
olivine (High),-0.007260953887917832,0.033552586699009256,-0.00039360596732151976,0.0,0.0,-0.00445267433616503,-0.007301246832890351,-0.0017082156086720701,-0.0007099593777599722,0.002486044891082506,0.00144524137624924,0.0007232883520751354,0.01781399891919433,0.0004454737648212914,0.002016854255238676,-0.00028845789118481235,0.003922677315872702,0.0012691289072189749,-0.0022741525380565175,-0.002045942297093317,7.43883523817157e-05,0.00017142679446757736,0.00036594712175341826,0.0001314959058131837,-0.0007061762004048067,-0.0006176884613131595,0.0002931940422326029,0.0006619290944709366,-0.0003442258877204285,0.44262999999999997,0.1809683433276637,olivine (High),red
olivine (High),-0.003160074005574209,0.007565817740875823,0.00014742684697588437,0.0,0.0,-0.0034817312156929514,-0.006635682324570125,-0.004620030771906869,0.002638556188509611,0.0034750131245453453,0.00028584048970414777,8.527483543174785e-05,0.008473707108940132,0.0005565098218979214,0.0013689550107168769,4.1880930545468154e-05,-0.000925270191603822,-0.00046391826978098294,0.0013594436452696312,0.00018689663782645027,0.0006385875251226913,0.0008332214449192632,-0.0005396964615427269,-1.2033961503288282e-05,-1.4811989200058662e-05,-0.0006389261356150033,-0.00023620669260893123,0.0003766364562578506,-0.0005708290662564952,0.46584690338067614,0.18247000327547336,olivine (High),red
olivine + plagioclase (Moderate),-0.009916827044400755,0.0028120220818508576,-0.00124941734178452,0.0,0.0,0.0037257894038916772,-0.005137109653485572,-0.003144577006579219,1.9447868260691337e-05,-0.00014302831408685712,-0.0007931923285575682,0.0002795857011349545,0.008869371065650444,0.000766547496771075,0.000905885495487091,0.0003848295020065784,0.0010237414393795552,0.0002048972074146782,-0.003342780703855963,-0.0016973439598817475,-0.00036136507579276334,-0.0004381089711915642,0.0014203273494215463,-6.524731287327334e-05,0.0005767765826386606,0.0005767765826386606,0.00031250981980757153,6.07256100927378e-05,0.0001844627578887481,0.89248,0.18970513722674975,olivine + plagioclase (Moderate),orange
olivine (High),-0.006944799764707632,0.014260977485583828,-9.983472290020501e-05,0.0,0.0,0.0018557070727689418,0.01175604237044059,0.0035331894599059943,0.002190104687767813,0.002785408589465188,0.0010424446496958284,0.0003548288270655009,0.009506598747401007,-0.00012588069784658096,0.00188777936105744,1.0035508575367835e-05,0.00030732246118136963,0.00018026326337861054,-0.00040527995573680364,-0.00015325680795252872,0.00016863482724449597,-8.28249033402173e-06,0.0001100934476189197,-0.00043337279836541676,0.00040461388592161196,-9.289818551883045e-05,0.00042452530515180165,-0.0003503422243285037,-0.0002768993468456049,0.6665201380276056,0.18799417499666005,olivine (High),red
plagioclase (Moderate),-0.006506408509897743,0.006954976154254983,0.0001337902085839504,0.0,0.0,0.00411625649790337,0.003816834169336092,-0.0001721460525976326,-6.515098462411828e-05,-0.0006793190539275962,-0.0008115846203242683,-0.0004854706307981793,0.0042930620198441405,0.00031122883714174154,0.0015872088529136352,-0.000415086516776908,0.0024627667009158305,0.0011483627281877462,-0.0014621576338316178,-0.00129209078413961,-0.00018435994702503677,-0.00027079467679103075,0.00040082613830305647,-0.0001938281759250593,-0.0015720143205668613,-0.0015720143205668613,0.00024042996074324918,0.0009889783058588675,-0.0009384667860905527,0.7436398519703942,0.18928263224310538,plagioclase (Moderate),yellow
olivine (Moderate),-0.0024099082739413415,0.05854048705449809,-0.0029348197469303283,0.0,0.0,0.006787930159321998,-0.00936785539177687,-0.004033344851116727,0.005986004966125336,0.010619389293569093,0.004604706860331431,-0.0009648432712747734,0.02727498473010692,0.0054923775877328,-0.0015413961978500978,-0.00025960394837087897,-0.0007031276007476439,0.0033262742645525645,-0.002731196199763364,-0.0006828930231410624,-0.0004143224771568921,0.00011175765464788157,-0.00045797252252355314,0.0004236464767007897,0.0007886868408676362,0.0017279713069559,0.0004057854127521576,0.0008613728548615418,0.0005316489295524862,0.6295350710142028,0.18233349562784051,olivine (Moderate),red
hcp + olivine (High),-0.009260239829242421,0.03134252447647829,-0.00031233277883213617,0.0,0.0,-0.0003906939689553024,-0.013544821926383621,-0.005347329106846432,0.0015773495447738428,0.0017189813915048369,-0.00028743404588360555,0.0001322926374868194,0.016147327848696547,0.0008863543314846511,0.0026839587006187715,-0.0012137667642599936,-0.0003725705386858902,0.0006577782942187582,0.0002955053770901106,0.0007713147417744981,-0.0005545594696294565,-0.0007049998831196724,-0.0001354755928797413,-0.00022869132094616162,0.00027644459014397604,0.00038796114152395145,0.0001056191441406451,-6.533445924850056e-05,-8.227486224821057e-05,0.44262999999999997,0.18672812804847339,hcp + olivine (High),purple
hcp + olivine (High),-0.013618098551910318,0.042807439594559696,-0.0013904692432393784,0.0,0.0,0.005256091148402087,-0.02043127193456118,-0.005532512320172156,0.003975835072236533,0.010586064160123199,0.005316104227388818,0.00027199082163120725,0.013213809928586118,0.0009954211367837473,0.000273838771712831,-0.0006681905793364251,0.004277837563831599,0.0014449092141726183,-0.0004833811844771052,-0.0007504783748542021,0.0006978032097676445,0.0006624137581943135,5.6345407331681585e-05,0.0007578786409252469,0.0009628680267534939,0.0016193924253319336,0.00017186359132070894,0.0007629394378172449,0.0004526404755419433,0.6685898619723945,0.18650244678108244,hcp + olivine (High),purple
olivine (High),-0.0156179381665974,0.0608423950999451,-0.0030871992750933774,0.0,0.0,0.00021829543099249893,-0.02049809954753168,-0.007324465263908619,0.0036635460452477675,0.013771589785104066,0.007964390408251032,0.0014666726091852045,0.026902441005461908,0.0017727196741407214,0.0007474687853596951,0.0004127659525248184,0.0022227714882674388,0.000762341032749303,-0.0017671660051532534,-0.002748126544652729,0.0003327543156640411,0.0004904523498870939,0.0005740692357089072,-0.00022643178290682187,0.001328013243573345,0.0009085320243411577,0.0014121280147941784,-0.0007664867103558404,0.00047642244463008687,0.690996873374675,0.18673459950292576,olivine (High),red
olivine (High),-0.011635226265556598,0.030964803970634593,-0.0015978266945504416,0.0,0.0,0.009627294622628568,-0.012724675189897727,-0.0016015875988559802,0.008252350351486193,0.02250038222332551,0.01675075430581363,-0.0001504914579735228,0.021325976423615556,-0.0008076155588310208,0.006394376871178942,0.0004436976183829211,0.0025652055560849707,0.0005296593201870037,0.0004509482901849937,0.0004689239650393917,-0.0025063968866350095,-0.0008387813049799409,0.00017357516082183722,0.001004064736318755,-4.8814209163028366e-05,-0.00036305156790672477,0.001495503874136439,-0.0017381140886258972,0.0002588683413117243,0.6633705581116224,0.18123531789978653,olivine (High),red
olivine (High),-0.005382430263355054,0.009746704534366199,-0.0005031145291096717,0.0,0.0,0.0016593619664858617,-0.005308967208168536,-0.0034461449279512557,0.0028942073625615183,0.0067698061751678695,0.0035493638056114385,-0.00010085930351810823,0.0107532254993854,0.0007706608476316656,0.001697154104159715,-0.0008294293125024055,0.0006234604505170882,0.000248325911396452,-0.00174413917776306,-0.0002833776822315226,-0.0005839590894125557,-0.0004473199718293408,0.0005901960653185157,0.0005492779567655148,0.0013215500350745035,0.0011491270897723282,0.0006361489041661894,-0.001474654142552101,0.0009495038486397878,0.6361041948389679,0.18585995330635763,olivine (High),red
hcp + olivine (Moderate),-0.009164476448330827,0.0116383261205667,-0.000550282233895194,0.0,0.0,-0.009872155839430796,0.007520615974042966,-0.0006653876355242616,0.004827916438121194,0.00804719973235657,0.0016217105781498597,0.0006962519403433953,0.017509593177138738,0.000723381805748935,0.002801224440785677,-0.0011366060304256465,-0.001013769276418719,-0.00023461119848033896,0.0009547557527375128,6.988311142785975e-05,0.000200153094255473,2.297252610850009e-05,-6.292296337928605e-05,8.725074701576574e-05,0.00022848320595414418,0.000621389426581076,0.00029331595207160444,7.67240565524574e-08,0.0002293701159920003,0.44262999999999997,0.1707278825860683,hcp + olivine (Moderate),purple
hcp + olivine (Moderate),-0.007964367936669148,0.015958327294934287,-0.0006866048308771244,0.0,0.0,0.000497044936907276,-0.003031594663090331,-0.001678083318218615,0.005396512829208833,0.01188970558342628,0.00543628129079099,-0.0001733043198550721,0.017199485507152668,0.00125668003507029,0.0015367705769542273,-0.0010382318042763128,0.0005516388229749314,0.0002716498395861633,-0.0013096293591130514,-0.000667806813670957,-0.0016239283003971483,-0.0014722578071117987,0.0007365363394650215,0.0006118359529307948,0.00032573218657583336,0.0008222350373963128,0.00022651514336657907,-0.00027467487802268487,0.000951773669920053,0.5765321404280856,0.18179492414666854,hcp + olivine (Moderate),purple
olivine (High),-0.007782089142303472,0.0123118803942285,-0.0033582720539007127,0.0,0.0,0.002004364644868417,0.001780276146167048,-0.0012769067681404067,0.0006881699531640084,0.001965229359237042,-0.001214684115911524,0.00033707994044462897,0.01634962857149469,0.0006010380297462037,0.004055945386564841,-0.00023813166875874536,0.0076310187660993956,-0.00016993390137787223,-0.002246159910773482,-0.003295044834060734,0.0009433293767442397,0.00037101634102720826,0.0015222483799276487,0.0005318092287230902,0.0006121667043653689,0.004689662905700942,0.00014087668190798652,-0.00031983979400851403,0.0007674265411685699,0.5957895719143828,0.1858967991703675,olivine (High),red
olivine (High),-0.004666983383546408,0.005250115229418195,-0.00035122191632619426,0.0,0.0,-0.0015952856877947674,0.005790266963712543,0.002327183208353234,0.000708601701837952,0.00045662520781053484,-0.0006304447077483122,0.00042548291246480296,0.006193228422942454,0.00027044903949668964,0.0014078939860200368,7.198097870497744e-05,-1.6676237539092753e-05,2.6309189314788206e-05,-0.0007171676264845495,-0.0008184595042532994,0.0003888049962129658,0.0003395936404703148,0.00033701354009230133,-2.9548433843284982e-05,0.00040378433133037017,0.00010371196387348736,0.00041609136165887683,-0.0006525124495810886,0.0001903540669729864,0.4474893518703741,0.187491624043568,olivine (High),red
olivine (High),-0.005480180796777145,0.007309294840585958,-8.37000019824341e-05,0.0,0.0,-0.00047358320694357303,-0.0038140634494756576,-0.0034668176602654643,0.0012462905417044423,0.0013120909298925953,-0.0002593498824849938,0.00022934402738283843,0.005168883249398459,0.0006555739715214948,0.0010194277263907425,-0.0004097222759273933,-0.0020688460192066493,-0.0007131035092666771,-8.66886764283592e-06,-0.0001752934813012974,5.661264942558031e-05,0.0004286749570949766,-0.00045240665637025224,-0.0002852001608963928,0.0003193564824259809,0.00029945788974483634,-7.918621248892421e-05,0.0002733439431265028,-0.0003795292171238085,0.44262999999999997,0.18697965831943852,olivine (High),red
