,LCPINDEX2,OLINDEX3,SINDEX2,GINDEX,D460,BD530_2,BD670,D700,BD875,BD905,BD920_2,BD1200,BD1300,BD1400,BD1450,BD1750,BD1900r2,BD1900_2,BD2100_2,BD2100_3,BD2165,BD2190,D2200,BD2210_2,BD2250,BD2265,BD2290,BD2355,MIN2250,RPEAK1,BDI1000VIS,Category,Color
olivine (High),-0.012719554373896824,0.04356861919057497,-0.0014164484714518366,0.0,0.0,-0.007154401311441738,0.005965814234062394,0.010399538547334108,0.0005184908525961429,0.004300506242665647,0.002126584459537062,0.0008999777181946111,0.022331635679704753,0.0017668134377104572,-0.000786572779781336,-0.0023895692504891652,0.0038800277732747857,0.0004958058796020737,-0.002517618563176338,0.0007685618795876259,-0.003339261613339861,-0.0036124576502112316,0.0014696983897140026,0.0001701625769633397,-6.146258381800607e-05,0.002164865292757834,0.0006745357690582932,-0.0006349033010437655,0.0007560974591952485,0.44262999999999997,0.17747336098578087,olivine (High),red
olivine + plagioclase (Moderate),-0.02128973156575651,-0.01272936016402183,-0.001485305945405857,0.0,0.0,-0.009615683519242246,0.010354732250218657,0.0022526349819601554,0.00513199232954431,0.0075442839202013445,0.0014257513010487166,0.0005561613861574388,0.02680250340729562,0.0020087673273885276,0.002096540809314318,0.0006581255198687685,-0.006162638797261755,-0.0023915814162913662,-0.0007456866777260096,-0.001590491542945216,0.0013508543074096657,0.0014013498419988002,0.001481606893620313,-0.0001802953278644548,0.0009923891959590092,0.0009923891959590092,-2.182375994785879e-05,0.0008189749357170317,-0.0001424474454350122,0.44262999999999997,0.16940670793948476,olivine + plagioclase (Moderate),orange
lcp (Low),0.010177923496611853,-0.0221143535303938,-0.0013684570794971762,-0.002220930600086213,0.0,-0.008655833462991369,0.008990478197380858,0.0017380165775918721,0.00787008717632931,0.01712748137638609,0.011637344380111547,0.00029449643313039786,-0.01263207612496986,-0.0001410261739958063,-0.004289414631063915,0.0012384765439765744,0.005883954198066088,0.002751892493002006,0.0029691660086655913,0.0005411994700958989,0.0013982177327894751,0.0012314344647449404,-0.000674297613799224,-0.0011010801070507892,0.0011466947919495096,-0.0011078346868464983,0.0015756337523554764,-0.0007643020313998772,-0.0004418692598076035,0.45585823564712946,0.17299324762724033,lcp (Low),cyan
olivine (High),-0.022786202966466985,0.02510951824159935,-0.0028822918402358066,0.0,0.0,-0.008689176651429431,-0.024842021479892784,-0.007428481944520948,0.010714404677523937,0.024382734525530747,0.012828521279668603,0.0026427336421604997,0.030860610273550027,0.0043024114531154956,-0.0005949618073961549,-0.0012095065906205793,-0.002518786170073284,-0.0016526664332363605,-0.001786161526627028,0.0006967352802029758,-0.0001635762635208149,-0.0001840011319367285,0.002414281362357662,0.0011850243846756037,0.003586964066015552,0.003586964066015552,0.0012567320816386784,-0.0029044062164351736,0.002142113348980512,0.44262999999999997,0.1631474050940751,olivine (High),red
olivine (High),-0.015537138112820446,0.002603349440053228,8.461530080661195e-05,0.0,0.0,-0.0009828138041136913,-0.0198583417880418,-0.006143387494067509,0.0005794416143976022,0.00202768861120739,0.0010341910941941146,0.0008231735986772293,0.017283730363549243,0.0004065149176868399,0.0026321242865452454,-0.0012718024276228146,0.0012941027881739897,0.00020928115338814113,-0.0016627030555500522,0.00012333770038930325,-0.001137601579673131,-0.0008943811052466444,0.001500036260968951,0.0005698006952065127,0.0012746369034309923,0.0009455897077013109,0.0002722995387594018,-0.0013156886764176257,0.000882661646811167,0.44262999999999997,0.18754703935060735,olivine (High),red
olivine (High),-0.01588785862455313,-0.008772772987760122,-0.0004908632033939764,0.0,0.0,-0.00018611988503502985,-0.010252002860614562,-0.002238700856982856,-0.00028967746922070603,-0.0035808259593244074,-0.004327979529846315,0.0004713301502731193,0.012655110332975061,0.00025632280318710343,0.002223271685867223,-0.0005183622192714843,0.0008202305848344915,-0.00017497712741931792,-0.0024115945791309823,-0.00021710254319939892,-0.001354092207579649,-0.0011122640142104956,0.001414020120877102,0.00028968131209239356,0.0013416104087390357,0.0009575104661500022,0.0007428925027276323,-0.0016433772982551442,0.0007497832895816403,0.89248,0.1894022216950384,olivine (High),red
lcp (High),0.022559953327157545,-0.021333537051043974,-0.0015228496275623282,-0.0033834492380329095,0.0,-0.0018662739967345576,-0.004777135980188252,-0.006324308361046249,0.022594740350653786,0.05464313694877476,0.034914300814282706,-0.0012332701739212748,-0.05722136893452756,-0.003625359016203422,-0.004602953287779377,0.0009195136137017945,0.0063279352593419436,0.0015820206267862513,0.011261781146102545,0.0039169399096268265,0.0034301608136808603,0.0043850025702916184,-0.001903938503846403,0.003000928399475078,-0.0009288615932969702,-0.0032347345634973212,0.004941128651073434,-0.006608222058044566,-0.00016243726685249982,0.6924366813362672,0.18132326029230078,lcp (High),cyan
olivine (High),-0.015453112960278605,-0.004069648648777022,-0.004785696776982151,0.0,0.0,-0.008995052944795523,-0.009300852665174775,-0.0023251099709202805,0.0018702997203794425,0.0012328440847232391,-0.0027654109565888874,0.000589814787788745,0.01771960394138572,0.0012079443758608033,0.0042783364371721255,0.0004128982045691343,0.006595369465386192,0.0022321523426801493,-0.008808143179698247,-0.00382646841216272,0.0026471567987734756,0.003083360939596491,0.002223336892754002,0.0006075629954558348,0.0023500505605967836,0.00427726220971103,-0.0010398735536147896,0.003292959184920452,0.0006480007883141736,0.44262999999999997,0.17576960462792113,olivine (High),red
alteration + olivine (Low),-0.004369947081127723,0.08979508701456804,-0.006561443787741927,0.0,0.0,0.004512500104154493,-0.03521786409971828,-0.012207401123524697,0.007499003346802646,0.022337684848288575,0.014812901364371078,-0.0004874807779629009,0.04197156833331639,0.004751165560535786,-0.0034196272373523406,0.0002477931070602457,0.0010850266910065187,0.00186579600278447,-0.006727451092002346,0.0007419888183569645,-0.003909227564167006,-0.0029888775575048765,0.003429337505242658,0.0018807989643097045,0.006626120617853948,0.006951227296451035,-0.0007530720315682693,0.0013051514939739217,0.002764387923585021,0.6656202580516103,0.18215274509443558,alteration + olivine (Low),red
olivine (High),-0.010078366600701915,-0.02375725172328068,-0.0009723793036502393,0.0,0.0,-0.009731658858840309,0.005894989539257933,-0.00015867541815794972,0.0032869268710074007,0.0064729934959688595,0.002857805762996879,0.0010191164710446898,0.010308819332328856,0.0002448213463829285,0.001553370109978025,-0.0005949147582027248,-0.008319216134466956,-0.003984135999786531,-0.0029598527428364996,-0.0013700020487528164,-7.015648127728369e-05,1.1829001550389684e-05,0.002312774008432772,0.0003714502585564494,0.00041831722450791364,0.0005659119450817096,-0.0001805737572906363,0.0002130817792733719,0.00039548369506958725,0.44262999999999997,0.17496299114694447,olivine (High),red
lcp (High),0.014998213773119273,0.001895051287148303,0.001966854019094799,-0.001788015328267889,0.0,-0.003484910777079353,-0.005304714879272421,0.005282916869552401,0.0036626399474131155,0.013262819081815147,0.009692096792571325,-0.0010007229224877623,-0.014632219792723111,-0.00549204930332392,-0.0063301011661696105,0.0,0.004165499662893035,-0.0019455349072134975,0.0076713414853196715,0.0025918430874057874,0.005041034925305388,0.004974817708666146,-0.004129137616725842,-0.0014266231857220646,-0.0005586880989785215,-0.003012799942237576,0.0002684121805607287,0.0006025063318113588,-0.002137274287049129,0.4436198679735947,0.1834415725953713,lcp (High),cyan
lcp (High),0.024095136979998367,-0.04146636325095844,-0.0018491022634545828,-6.334034636079622e-05,0.0,0.001621649897851296,0.015988758751181997,0.015419515348660817,0.007562368795460461,0.02546005463123513,0.020314334914126708,-0.0003066146594028485,-0.04506558460573862,-0.003282335135016634,-0.0018102320798680793,0.0008767458232531444,0.002494898680246771,0.00210478486478749,0.004795330840379419,0.004043463640173717,0.0027213110274132424,0.0023697554072890092,-0.0041924198668175094,-0.00032760983668067567,0.002687374942093368,0.002437499132461496,0.002290059898423902,-0.003749074718962131,0.0005446768427651572,0.6685898619723945,0.18436898449078543,lcp (High),cyan
olivine (High),-0.009445365183748966,-0.049847693289349765,-0.001182491970373789,0.0,0.0,0.0048399467806452545,-0.009180340717099167,-0.00022276494445527817,0.0025718328458672612,0.00810308591116915,0.006478128714489939,0.0030214648335965544,0.008510875767154036,0.0010632497587901302,0.004180826695512674,0.0026778552772772635,-0.00531170793499558,0.003183858693140418,-0.009238315308516931,-0.0024435209548523407,-0.005873200823979241,-0.00537833836007362,0.00425732549274227,0.0015309427747274285,-0.0004197899125963911,0.0016864260690498956,0.0004635741518520531,-0.001422548305054283,0.0022437934974726126,0.6128872914582917,0.18475166835189993,olivine (High),red
lcp (High),0.009692303651388456,0.008130727918034061,-0.0008610139722617927,0.0,0.0,-0.0034561427972006342,-0.0037412375437591017,-0.0032057753138756695,0.00152612456304424,0.010213459057089258,0.009386663429807096,0.0006861334540738673,-0.007383540667011967,-0.0017959665397309088,-0.0015885985092685129,0.00044517531944898714,-0.00011355454944572685,0.0005200559927530657,0.0006858124578532632,0.0010871337159643613,0.0010647987637097955,0.0012654012807640225,0.0001294915081099246,0.0008333462338948605,-0.0011631017555204792,-0.0011631017555204792,0.000707978833406675,0.00010120983399319883,-3.860552303192044e-05,0.44262999999999997,0.18465190331842618,lcp (High),cyan
lcp (High),0.01728590448380186,-0.02507328610422291,-0.0016849603095241417,-0.001828244924851008,0.0,0.004109240111927925,0.0038724577030432306,-0.0002424783375898354,0.009424992264124632,0.027274989174879694,0.019464205856504657,-0.00040960928420452625,-0.039080044092681065,-0.0025993373976820333,-0.00336337939948117,0.0005731647934623663,-3.4534614371972694e-05,0.0008861613489319353,0.00362551381150622,0.0017004542257128552,0.0007073049987205149,0.0007523765564890761,-0.0017471611211234972,0.00016919261323711243,0.0008844884216324678,0.0008844884216324678,0.0007424103775368618,-0.0007506395459877524,0.0004569251009658437,0.6785785297059411,0.1851366684821859,lcp (High),cyan
lcp (High),0.013720122421768267,-0.017194326138964336,-0.0016952318346463713,-0.0016883523268005352,0.0,0.005110007655965365,-0.012885461159346967,-0.008036990051251136,0.0071162531231176995,0.023220115560216636,0.01694527489205233,-0.0004928946070685836,-0.033557285061850184,-0.0023545795164356953,-0.0032485924227965146,0.000290636404754574,0.001386737979348851,0.0007094871068022979,0.003127489979935616,0.0017593225430619919,0.0012258655563621712,0.0007936198076657908,-0.002612587326331628,-0.00021002972108785656,-1.8278794582382574e-06,0.0012908348707227901,0.0020245577655751967,-0.00189672613238967,-0.0007142563799267254,0.7148436927385478,0.18735646458333288,lcp (High),cyan
alteration + olivine + plagioclase (Low),-0.010859184267503942,0.04438758281160208,0.00023953189653946882,0.0,0.0,-0.0057661640908037715,0.021783288951257807,0.0063737252917014375,0.008451320573044097,0.009579351701351824,0.003091123920339056,0.0009343010854703238,0.024670849246618998,0.008947121376329581,0.00119189575026879,-0.0026803662159622377,0.004736511552275502,0.005586522706936936,-0.006397427443578296,-0.0020104825349664956,0.0023459136481549514,0.0026990169568310574,0.00214595356871905,0.0007315186892746794,0.00024615611671763293,-0.003762871395128098,0.0003177901707325237,-0.0004123328262202186,-0.0007846858686590963,0.4536985237047409,0.1808700628743516,alteration + olivine + plagioclase (Low),orange
alteration + plagioclase (Low),-0.011856852468283408,0.04284524725078512,-0.0003430051444994753,0.0,0.0,-0.00359868664874341,0.015548375983287732,0.001705327876290963,0.004659216009314848,0.0024179694311387,-0.0007149779678268242,0.0010338486405098157,0.021491200152421897,0.009837218136838355,0.0021715611531104573,-0.00334812999455103,0.008055852030910526,0.005782748955995065,-0.007181631017015411,-0.003094541794837369,0.0018979966320453734,0.00293610509602682,0.000893112776314986,0.00037817873149370573,0.0002775787511921646,-0.005292535902925666,-0.0005953486940033503,0.001268309228290465,-0.002515402272163847,0.45243869173834766,0.18721974763144544,alteration + plagioclase (Low),yellow
plagioclase (Moderate),-0.007295477656972315,-0.016468503468398565,-0.0014989877322426626,0.0,0.0,-0.007371577516037231,0.060777829497120295,0.020885978567497743,-0.0018455875198151173,-0.014171951460538068,-0.01598826940868192,0.0016220572346227202,0.01872682748443788,0.005493763123532558,-0.002079581619090387,0.002476735789108342,0.00565174566027582,0.006095233575373116,-0.009817070441243025,-0.0013385291804610677,0.0006189986629370203,0.0008625994160117445,0.003380730736160076,-0.00025343415963807736,-0.00033013143575155723,-0.0018397031189834046,-0.002197227495275511,0.0003204089831827517,-0.0007215494221244345,0.89248,0.18982082223584817,plagioclase (Moderate),yellow
olivine (Moderate),-0.012172881139771108,0.006191153497795327,-0.0009754931257079935,0.0,0.0,-0.00657124596512193,0.03334515593593301,0.010044938999987041,0.008356023049080119,0.014075025198004854,0.008823596444953674,-0.0005820140344123814,0.010298629325300235,0.008058834851180863,0.001215468288701449,-0.0002848614918979919,0.00046491690705041666,0.004089258465233003,-0.006498852402830435,-0.0015237520356026213,0.0013832070227485227,0.0017783330941147923,0.001125145813098638,0.00028728314893367024,-0.0013428614497357216,-0.0013428614497357216,0.0017308466924487176,-0.0016978414447266221,-0.0015945797220537905,0.4616174674934987,0.18131335151624262,olivine (Moderate),red
olivine (High),-0.009285696200548222,0.053387544305848314,-0.0016540900602044495,0.0,0.0,-0.012375184972830189,0.030887304925173553,0.005316965240670712,0.017036431319034318,0.024188120538660374,0.008479173207280422,0.0014716162505207242,0.0362283179111621,0.00644799192879697,0.002540274380514407,-0.0005690528571045128,-0.0016866199275404892,0.0016967483508388836,-0.002262177250164754,0.002710330565797947,0.0023392731958614688,0.002379204119748901,3.206855354220828e-05,0.0007246817608090872,-0.00047604043737625723,-0.00019138031236765052,0.0002860665491019043,0.0008136119450603552,-0.0009943560996568124,0.4847443828765753,0.16230183249952823,olivine (High),red
olivine (Moderate),-0.01368819117006954,0.02047087288699078,-0.0001044990121785716,0.0,0.0,0.00018883316814977125,0.05881930808042446,0.018542577612566946,0.0087022566436038,0.01077665332768063,0.003601304317098597,-0.0011078952010445953,0.008709655427724838,0.0035973289358026683,0.008041252650844766,-0.001958459706703719,-0.003210132147654754,-0.0006657152693649859,-0.008655121230360496,-0.007783642720289974,-0.0014476645236731756,-0.0003667278279739783,0.002635141745937708,0.0007270622362540724,-0.000704102806068585,-0.0015016761650594734,-0.003035171289752059,0.0030194450979957876,-2.3206423132915432e-05,0.5198397019403881,0.181624840766065,olivine (Moderate),red
