OID,Latitude (N),Longitude (E),Blended LRO/LOLA and SELENE/Kaguya DEM
196,25.997070312499996,116.7138671875,132.5
197,25.997070312499996,116.71582031250003,128.5
198,25.997070312499996,116.71777343749997,123.5
199,25.997070312499996,116.71972656249997,116.0
200,25.997070312499996,116.7216796875,112.5
201,25.997070312499996,116.7236328125,107.5
202,25.997070312499996,116.72558593749997,101.5
203,25.997070312499996,116.7275390625,99.5
204,25.997070312499996,116.7294921875,95.0
205,25.997070312499996,116.73144531250003,90.0
206,25.997070312499996,116.73339843749994,82.5
207,25.997070312499996,116.7353515625,72.0
208,25.997070312499996,116.7373046875,61.5
209,25.997070312499996,116.73925781249997,50.5
210,25.997070312499996,116.74121093750003,48.5
211,25.997070312499996,116.74316406249997,35.5
212,25.997070312499996,116.74511718750006,26.0
213,25.997070312499996,116.74707031249997,16.0
214,25.997070312499996,116.7490234375,11.0
215,25.997070312499996,116.75097656250003,4.5
216,25.997070312499996,116.75292968749997,-3.0
217,25.997070312499996,116.7548828125,-11.0
218,25.997070312499996,116.7568359375,-21.0
219,25.997070312499996,116.75878906250003,-28.0
220,25.997070312499996,116.76074218750003,-36.5
221,25.997070312499996,116.76269531249997,-43.5
222,25.997070312499996,116.76464843750003,-53.0
223,25.997070312499996,116.76660156249997,-59.5
224,25.997070312499996,116.7685546875,-67.5
225,25.997070312499996,116.77050781250003,-76.5
226,25.997070312499996,116.7724609375,-80.0
227,25.997070312499996,116.7744140625,-86.5
228,25.997070312499996,116.7763671875,-90.5
229,25.997070312499996,116.77832031250003,-99.0
230,25.997070312499996,116.7802734375,-106.5
231,25.997070312499996,116.78222656249997,-112.5
232,25.997070312499996,116.78417968750003,-120.0
233,25.997070312499996,116.78613281250003,-126.0
234,25.997070312499996,116.78808593749997,-133.5
235,25.997070312499996,116.7900390625,-140.0
236,25.997070312499996,116.7919921875,-145.5
237,25.997070312499996,116.7939453125,-151.0
238,25.997070312499996,116.79589843749997,-157.0
239,25.997070312499996,116.7978515625,-161.5
240,25.997070312499996,116.7998046875,-162.5
241,25.997070312499996,116.8017578125,-164.5
