OID,Latitude (N),Longitude (E),Blended LRO/LOLA and SELENE/Kaguya DEM
90,19.9697265625,218.7314453125,4494.0
91,19.9697265625,218.7333984375,4494.0
92,19.969726562500004,218.7353515625,4496.0
93,19.9697265625,218.7373046875,4503.5
94,19.9697265625,218.7392578125,4512.5
95,19.9697265625,218.7412109375,4513.5
96,19.969726562500004,218.7431640625,4519.0
97,19.969726562500004,218.7451171875,4525.0
98,19.9697265625,218.7470703125,4525.5
99,19.969726562500004,218.74902343750003,4531.5
100,19.9697265625,218.7509765625,4535.5
101,19.969726562500004,218.7529296875,4537.0
102,19.9697265625,218.7548828125,4537.0
103,19.9697265625,218.7568359375,4540.0
104,19.969726562500004,218.75878906249997,4535.5
105,19.9697265625,218.7607421875,4531.0
106,19.9697265625,218.76269531250003,4528.0
107,19.9697265625,218.7646484375,4527.5
108,19.9697265625,218.7666015625,4523.0
109,19.9697265625,218.7685546875,4514.0
110,19.969726562500004,218.7705078125,4510.0
111,19.9697265625,218.7724609375,4504.0
112,19.9697265625,218.7744140625,4500.0
113,19.969726562500004,218.7763671875,4497.5
114,19.9697265625,218.7783203125,4498.0
115,19.969726562500004,218.78027343750003,4499.5
116,19.969726562500004,218.7822265625,4496.0
117,19.9697265625,218.78417968750003,4491.0
118,19.969726562500004,218.7861328125,4487.0
119,19.969726562500004,218.7880859375,4481.0
120,19.969726562500004,218.7900390625,4475.0
121,19.9697265625,218.7919921875,4464.5
122,19.969726562500004,218.79394531250003,4456.0
123,19.9697265625,218.7958984375,4451.0
124,19.969726562500004,218.7978515625,4434.5
125,19.9697265625,218.7998046875,4429.5
126,19.969726562500004,218.8017578125,4427.5
127,19.969726562500004,218.8037109375,4425.0
128,19.969726562500004,218.8056640625,4425.0
129,19.9697265625,218.8076171875,4429.0
130,19.9697265625,218.8095703125,4438.0
131,19.969726562500004,218.8115234375,4439.0
132,19.969726562500004,218.8134765625,4437.0
133,19.9697265625,218.81542968749997,4434.5
134,19.9697265625,218.8173828125,4429.5
135,19.969726562500004,218.8193359375,4422.5
136,19.969726562500004,218.8212890625,4417.5
137,19.9697265625,218.8232421875,4411.0
138,19.969726562500004,218.82519531250003,4402.5
139,19.9697265625,218.8271484375,4400.5
140,19.9697265625,218.82910156249997,4400.0
141,19.9697265625,218.8310546875,4397.0
142,19.969726562500004,218.8330078125,4390.0
143,19.969726562500004,218.8349609375,4376.0
144,19.969726562500004,218.8369140625,4362.0
145,19.969726562500004,218.83886718750003,4352.5
146,19.9697265625,218.8408203125,4349.0
147,19.9697265625,218.8427734375,4349.0
148,19.9697265625,218.8447265625,4361.0
149,19.9697265625,218.8466796875,4365.0
150,19.969726562500004,218.8486328125,4366.0
151,19.969726562500004,218.85058593750003,4368.0
152,19.9697265625,218.8525390625,4366.5
153,19.9697265625,218.8544921875,4362.5
154,19.969726562500004,218.8564453125,4358.5
155,19.969726562500004,218.8583984375,4353.0
156,19.9697265625,218.86035156250003,4350.0
157,19.969726562500004,218.8623046875,4351.5
158,19.9697265625,218.8642578125,4364.0
159,19.969726562500004,218.8662109375,4363.0
160,19.969726562500004,218.8681640625,4363.0
161,19.969726562500004,218.87011718750003,4365.0
162,19.9697265625,218.8720703125,4364.5
163,19.9697265625,218.87402343750003,4359.5
164,19.969726562500004,218.8759765625,4355.0
165,19.9697265625,218.8779296875,4357.5
166,19.9697265625,218.8798828125,4360.5
167,19.969726562500004,218.88183593750003,4362.0
168,19.969726562500004,218.8837890625,4362.0
169,19.9697265625,218.8857421875,4359.0
170,19.9697265625,218.8876953125,4358.0
171,19.9697265625,218.8896484375,4359.0
172,19.969726562500004,218.89160156249997,4359.0
173,19.9697265625,218.8935546875,4362.0
174,19.9697265625,218.89550781250003,4364.5
175,19.9697265625,218.8974609375,4364.5
176,19.9697265625,218.8994140625,4365.0
177,19.969726562500004,218.90136718750003,4363.0
178,19.969726562500004,218.9033203125,4360.0
179,19.969726562500004,218.90527343750003,4360.5
180,19.969726562500004,218.90722656250003,4365.0
181,19.9697265625,218.9091796875,4374.0
182,19.9677734375,218.5576171875,4618.5
183,19.9677734375,218.5595703125,4616.0
184,19.9677734375,218.56152343749997,4612.5
185,19.9677734375,218.5634765625,4606.5
186,19.9677734375,218.5654296875,4598.5
187,19.9677734375,218.5673828125,4594.5
188,19.9677734375,218.5693359375,4593.0
189,19.967773437500004,218.57128906250003,4589.0
190,19.9677734375,218.5732421875,4582.0
191,19.9677734375,218.5751953125,4576.0
192,19.9677734375,218.5771484375,4569.5
193,19.9677734375,218.5791015625,4563.5
194,19.9677734375,218.5810546875,4556.0
195,19.9677734375,218.5830078125,4553.5
196,19.967773437500004,218.5849609375,4546.0
197,19.9677734375,218.5869140625,4543.0
198,19.9677734375,218.5888671875,4535.0
199,19.9677734375,218.5908203125,4523.0
200,19.967773437500004,218.59277343749997,4514.0
201,19.967773437500004,218.5947265625,4502.0
202,19.9677734375,218.59667968750003,4484.0
203,19.9677734375,218.5986328125,4455.5
204,19.9677734375,218.6005859375,4450.0
205,19.9677734375,218.60253906250003,4442.0
206,19.9677734375,218.6044921875,4427.5
207,19.9677734375,218.60644531250003,4418.0
208,19.9677734375,218.6083984375,4409.5
209,19.9677734375,218.6103515625,4400.0
210,19.9677734375,218.6123046875,4392.0
211,19.9677734375,218.6142578125,4384.0
212,19.9677734375,218.6162109375,4373.5
213,19.967773437500004,218.6181640625,4366.5
214,19.9677734375,218.6201171875,4360.0
215,19.9677734375,218.6220703125,4352.0
216,19.9677734375,218.6240234375,4346.0
217,19.9677734375,218.6259765625,4340.0
218,19.9677734375,218.6279296875,4336.5
219,19.9677734375,218.6298828125,4333.5
220,19.9677734375,218.6318359375,4328.0
221,19.9677734375,218.63378906250003,4327.0
222,19.967773437500004,218.6357421875,4331.5
223,19.9677734375,218.63769531249997,4332.0
224,19.9677734375,218.6396484375,4328.5
225,19.9677734375,218.6416015625,4332.0
226,19.967773437500004,218.6435546875,4331.5
227,19.9677734375,218.6455078125,4332.0
228,19.9677734375,218.6474609375,4331.0
229,19.967773437500004,218.6494140625,4329.0
230,19.9677734375,218.65136718749997,4328.5
231,19.9677734375,218.6533203125,4328.5
232,19.9677734375,218.6552734375,4330.5
233,19.9677734375,218.6572265625,4331.5
234,19.9677734375,218.65917968750003,4329.5
235,19.967773437500004,218.6611328125,4326.5
236,19.9677734375,218.6630859375,4323.0
237,19.9677734375,218.66503906250003,4323.0
238,19.9677734375,218.6669921875,4324.0
239,19.967773437500004,218.6689453125,4326.0
240,19.9677734375,218.6708984375,4324.5
241,19.967773437500004,218.67285156250003,4323.5
242,19.9677734375,218.6748046875,4325.0
243,19.9677734375,218.6767578125,4328.0
244,19.9677734375,218.67871093750003,4333.0
245,19.9677734375,218.6806640625,4338.5
246,19.9677734375,218.68261718750003,4342.5
247,19.9677734375,218.68457031250003,4349.5
248,19.9677734375,218.6865234375,4358.0
249,19.9677734375,218.6884765625,4366.0
250,19.9677734375,218.6904296875,4372.0
251,19.9677734375,218.6923828125,4377.5
252,19.9677734375,218.6943359375,4388.5
253,19.9677734375,218.6962890625,4399.0
254,19.9677734375,218.6982421875,4402.5
255,19.9677734375,218.7001953125,4417.0
256,19.9677734375,218.7021484375,4420.0
257,19.9677734375,218.70410156249997,4432.5
258,19.9677734375,218.7060546875,4437.5
259,19.9677734375,218.7080078125,4440.5
260,19.9677734375,218.7099609375,4443.0
261,19.9677734375,218.7119140625,4449.5
262,19.9677734375,218.7138671875,4453.5
263,19.9677734375,218.7158203125,4460.5
264,19.9677734375,218.71777343750003,4462.0
265,19.967773437500004,218.7197265625,4462.0
266,19.9677734375,218.7216796875,4471.5
267,19.9677734375,218.7236328125,4471.5
268,19.9677734375,218.7255859375,4475.0
269,19.9677734375,218.7275390625,4484.5
270,19.9677734375,218.7294921875,4485.0
271,19.9677734375,218.7314453125,4490.5
272,19.9677734375,218.7333984375,4489.0
273,19.9677734375,218.73535156250003,4491.0
274,19.9677734375,218.7373046875,4499.5
275,19.9677734375,218.7392578125,4511.5
276,19.967773437500004,218.7412109375,4515.0
277,19.9677734375,218.7431640625,4521.5
278,19.9677734375,218.7451171875,4524.5
279,19.9677734375,218.7470703125,4527.5
280,19.9677734375,218.74902343750003,4532.0
281,19.9677734375,218.7509765625,4538.0
282,19.9677734375,218.7529296875,4541.0
283,19.9677734375,218.7548828125,4541.0
284,19.9677734375,218.7568359375,4543.0
285,19.9677734375,218.75878906250003,4541.5
286,19.9677734375,218.7607421875,4537.5
287,19.9677734375,218.76269531250003,4535.5
288,19.9677734375,218.7646484375,4534.0
289,19.9677734375,218.7666015625,4530.0
290,19.9677734375,218.7685546875,4523.5
291,19.9677734375,218.7705078125,4519.5
292,19.9677734375,218.7724609375,4513.0
293,19.9677734375,218.7744140625,4510.0
294,19.967773437500004,218.7763671875,4507.0
295,19.967773437500004,218.7783203125,4506.5
296,19.9677734375,218.78027343750003,4505.0
297,19.9677734375,218.7822265625,4499.5
298,19.9677734375,218.78417968750003,4494.5
299,19.9677734375,218.78613281250003,4491.5
300,19.9677734375,218.7880859375,4489.5
301,19.9677734375,218.7900390625,4479.0
302,19.9677734375,218.7919921875,4470.0
303,19.9677734375,218.79394531250003,4460.0
304,19.9677734375,218.7958984375,4451.0
305,19.9677734375,218.7978515625,4430.5
306,19.967773437500004,218.7998046875,4428.5
307,19.967773437500004,218.8017578125,4422.5
308,19.9677734375,218.80371093749997,4420.5
309,19.9677734375,218.8056640625,4418.5
310,19.9677734375,218.8076171875,4421.5
311,19.9677734375,218.8095703125,4432.0
312,19.967773437500004,218.8115234375,4435.0
313,19.9677734375,218.8134765625,4435.0
314,19.9677734375,218.81542968749997,4432.5
315,19.9677734375,218.8173828125,4429.5
316,19.9677734375,218.8193359375,4422.0
317,19.9677734375,218.8212890625,4418.0
318,19.9677734375,218.8232421875,4411.0
319,19.9677734375,218.82519531250003,4401.0
320,19.9677734375,218.8271484375,4395.5
321,19.9677734375,218.82910156249997,4394.0
322,19.9677734375,218.8310546875,4395.5
323,19.9677734375,218.8330078125,4393.0
324,19.967773437500004,218.8349609375,4384.0
325,19.9677734375,218.8369140625,4372.0
326,19.9677734375,218.83886718750003,4361.5
327,19.967773437500004,218.8408203125,4356.5
328,19.9677734375,218.8427734375,4355.5
329,19.9677734375,218.8447265625,4362.0
330,19.9677734375,218.8466796875,4363.0
331,19.9677734375,218.8486328125,4363.0
332,19.9677734375,218.85058593750003,4364.0
333,19.9677734375,218.8525390625,4361.5
334,19.9677734375,218.8544921875,4356.5
335,19.9677734375,218.8564453125,4355.0
336,19.9677734375,218.8583984375,4352.0
337,19.9677734375,218.86035156250003,4348.5
338,19.967773437500004,218.8623046875,4348.5
339,19.9677734375,218.8642578125,4353.0
340,19.9677734375,218.8662109375,4358.5
341,19.967773437500004,218.8681640625,4362.0
342,19.967773437500004,218.87011718750003,4363.0
343,19.967773437500004,218.8720703125,4362.0
344,19.9677734375,218.87402343750003,4357.5
345,19.9677734375,218.8759765625,4350.5
346,19.967773437500004,218.8779296875,4352.0
347,19.9677734375,218.8798828125,4357.5
348,19.967773437500004,218.8818359375,4360.0
349,19.9677734375,218.8837890625,4362.0
350,19.9677734375,218.8857421875,4360.5
351,19.9677734375,218.8876953125,4359.5
352,19.9677734375,218.8896484375,4360.5
353,19.9677734375,218.89160156249997,4359.5
354,19.9677734375,218.8935546875,4360.5
355,19.9677734375,218.89550781250003,4361.5
356,19.9677734375,218.8974609375,4364.0
357,19.9677734375,218.8994140625,4367.0
358,19.9677734375,218.90136718750003,4365.0
359,19.9677734375,218.9033203125,4364.0
360,19.9677734375,218.90527343750003,4366.0
361,19.9677734375,218.90722656250003,4371.5
362,19.9677734375,218.9091796875,4380.5
363,19.965820312500004,218.5576171875,4616.0
364,19.9658203125,218.5595703125,4614.5
365,19.9658203125,218.56152343749997,4612.5
366,19.9658203125,218.5634765625,4608.5
367,19.9658203125,218.5654296875,4604.5
368,19.9658203125,218.5673828125,4602.5
369,19.965820312500004,218.5693359375,4600.5
370,19.9658203125,218.57128906250003,4595.5
371,19.965820312500004,218.5732421875,4588.5
372,19.965820312500004,218.5751953125,4584.0
373,19.965820312500004,218.5771484375,4578.0
374,19.9658203125,218.5791015625,4572.5
375,19.965820312500004,218.5810546875,4564.5
376,19.9658203125,218.58300781250003,4561.5
377,19.965820312500004,218.5849609375,4554.0
378,19.9658203125,218.5869140625,4550.5
379,19.9658203125,218.5888671875,4544.5
380,19.965820312500004,218.5908203125,4534.5
381,19.965820312500004,218.59277343749997,4525.0
382,19.965820312500004,218.5947265625,4512.5
383,19.965820312500004,218.59667968750003,4497.0
384,19.9658203125,218.5986328125,4467.5
385,19.965820312500004,218.6005859375,4462.5
386,19.965820312500004,218.60253906250003,4457.5
387,19.965820312500004,218.6044921875,4441.0
388,19.9658203125,218.60644531250003,4432.0
389,19.965820312500004,218.6083984375,4422.0
390,19.965820312500004,218.6103515625,4410.5
391,19.9658203125,218.6123046875,4402.5
392,19.9658203125,218.6142578125,4395.0
393,19.9658203125,218.6162109375,4387.0
394,19.965820312500004,218.6181640625,4380.5
395,19.9658203125,218.6201171875,4372.5
396,19.965820312500004,218.6220703125,4364.0
397,19.965820312500004,218.6240234375,4357.0
398,19.9658203125,218.6259765625,4352.0
399,19.965820312500004,218.62792968750003,4347.5
400,19.9658203125,218.6298828125,4339.5
401,19.965820312500004,218.6318359375,4334.5
402,19.965820312500004,218.63378906250003,4335.5
403,19.965820312500004,218.6357421875,4340.0
404,19.9658203125,218.63769531249997,4340.5
405,19.9658203125,218.6396484375,4338.0
406,19.965820312500004,218.6416015625,4339.0
407,19.965820312500004,218.6435546875,4338.5
408,19.9658203125,218.6455078125,4338.5
409,19.9658203125,218.6474609375,4338.5
410,19.965820312500004,218.6494140625,4336.0
411,19.965820312500004,218.65136718750003,4333.5
412,19.9658203125,218.6533203125,4331.0
413,19.9658203125,218.6552734375,4334.5
414,19.965820312500004,218.6572265625,4336.5
415,19.9658203125,218.65917968750003,4334.5
416,19.965820312500004,218.6611328125,4331.0
417,19.9658203125,218.6630859375,4324.5
418,19.9658203125,218.66503906250003,4324.0
419,19.965820312500004,218.6669921875,4329.0
420,19.965820312500004,218.6689453125,4331.5
421,19.9658203125,218.6708984375,4330.0
422,19.965820312500004,218.67285156250003,4329.0
423,19.965820312500004,218.6748046875,4332.0
424,19.9658203125,218.6767578125,4333.0
425,19.9658203125,218.67871093750003,4334.0
426,19.965820312500004,218.6806640625,4337.0
427,19.9658203125,218.68261718750003,4342.5
428,19.965820312500004,218.68457031250003,4348.0
429,19.965820312500004,218.6865234375,4354.0
430,19.9658203125,218.6884765625,4363.0
431,19.965820312500004,218.6904296875,4371.0
432,19.965820312500004,218.6923828125,4376.5
433,19.965820312500004,218.6943359375,4386.5
434,19.9658203125,218.6962890625,4396.5
435,19.9658203125,218.6982421875,4403.0
436,19.9658203125,218.7001953125,4418.0
437,19.9658203125,218.7021484375,4421.0
438,19.9658203125,218.70410156250003,4429.0
439,19.965820312500004,218.7060546875,4434.5
440,19.965820312500004,218.7080078125,4440.0
441,19.965820312500004,218.7099609375,4444.0
442,19.965820312500004,218.7119140625,4451.0
443,19.9658203125,218.7138671875,4455.0
444,19.9658203125,218.7158203125,4462.0
445,19.9658203125,218.71777343750003,4462.5
446,19.9658203125,218.7197265625,4461.0
447,19.9658203125,218.7216796875,4470.0
448,19.9658203125,218.7236328125,4470.0
449,19.965820312500004,218.7255859375,4474.5
450,19.9658203125,218.7275390625,4482.5
451,19.965820312500004,218.72949218750003,4482.5
452,19.9658203125,218.7314453125,4486.5
453,19.9658203125,218.7333984375,4486.5
454,19.9658203125,218.7353515625,4489.5
455,19.9658203125,218.7373046875,4498.0
456,19.9658203125,218.7392578125,4508.5
457,19.965820312500004,218.7412109375,4511.0
458,19.965820312500004,218.7431640625,4517.0
459,19.965820312500004,218.7451171875,4523.0
460,19.9658203125,218.7470703125,4525.0
461,19.9658203125,218.74902343750003,4531.5
462,19.965820312500004,218.7509765625,4537.5
463,19.9658203125,218.7529296875,4539.5
464,19.965820312500004,218.7548828125,4540.5
465,19.9658203125,218.7568359375,4544.0
466,19.965820312500004,218.75878906249997,4545.0
467,19.965820312500004,218.7607421875,4540.0
468,19.9658203125,218.76269531250003,4537.5
469,19.9658203125,218.7646484375,4536.5
470,19.9658203125,218.7666015625,4533.0
471,19.9658203125,218.7685546875,4528.0
472,19.965820312500004,218.7705078125,4526.0
473,19.965820312500004,218.7724609375,4521.0
474,19.965820312500004,218.7744140625,4518.0
475,19.9658203125,218.7763671875,4514.5
476,19.965820312500004,218.7783203125,4512.5
477,19.9658203125,218.78027343750003,4508.0
478,19.9658203125,218.7822265625,4502.0
479,19.9658203125,218.78417968750003,4498.5
480,19.9658203125,218.7861328125,4494.5
481,19.965820312500004,218.7880859375,4495.5
482,19.9658203125,218.7900390625,4485.5
483,19.965820312500004,218.7919921875,4478.5
484,19.9658203125,218.79394531250003,4465.5
485,19.9658203125,218.7958984375,4450.5
486,19.9658203125,218.7978515625,4433.5
487,19.9658203125,218.7998046875,4429.5
488,19.9658203125,218.8017578125,4421.0
489,19.965820312500004,218.8037109375,4420.0
490,19.9658203125,218.8056640625,4419.0
491,19.965820312500004,218.8076171875,4420.0
492,19.9658203125,218.8095703125,4426.5
493,19.965820312500004,218.8115234375,4430.0
494,19.9658203125,218.8134765625,4432.5
495,19.965820312500004,218.81542968750003,4431.5
496,19.965820312500004,218.8173828125,4429.5
497,19.965820312500004,218.8193359375,4423.5
498,19.965820312500004,218.8212890625,4419.5
499,19.965820312500004,218.8232421875,4413.0
500,19.9658203125,218.82519531250003,4405.0
501,19.965820312500004,218.8271484375,4400.5
502,19.965820312500004,218.82910156249997,4397.5
503,19.9658203125,218.8310546875,4395.0
504,19.9658203125,218.8330078125,4390.0
505,19.965820312500004,218.8349609375,4384.5
506,19.965820312500004,218.8369140625,4377.0
507,19.965820312500004,218.83886718750003,4368.0
508,19.965820312500004,218.8408203125,4370.5
509,19.965820312500004,218.8427734375,4365.0
510,19.965820312500004,218.8447265625,4361.5
511,19.9658203125,218.8466796875,4362.0
512,19.9658203125,218.8486328125,4363.0
513,19.965820312500004,218.85058593750003,4363.0
514,19.9658203125,218.8525390625,4358.0
515,19.9658203125,218.8544921875,4350.0
516,19.965820312500004,218.8564453125,4350.0
517,19.965820312500004,218.8583984375,4349.0
518,19.9658203125,218.86035156249997,4348.5
519,19.9658203125,218.8623046875,4348.0
520,19.9658203125,218.8642578125,4356.5
521,19.965820312500004,218.8662109375,4356.5
522,19.965820312500004,218.8681640625,4362.0
523,19.965820312500004,218.87011718750003,4362.0
524,19.965820312500004,218.8720703125,4360.5
525,19.9658203125,218.87402343750003,4357.0
526,19.965820312500004,218.8759765625,4350.5
527,19.965820312500004,218.8779296875,4348.5
528,19.9658203125,218.8798828125,4353.0
529,19.965820312500004,218.88183593750003,4357.0
530,19.9658203125,218.8837890625,4360.5
531,19.965820312500004,218.8857421875,4361.0
532,19.965820312500004,218.8876953125,4360.0
533,19.9658203125,218.8896484375,4360.5
534,19.965820312500004,218.89160156249997,4358.0
535,19.965820312500004,218.8935546875,4359.0
536,19.965820312500004,218.89550781250003,4359.0
537,19.9658203125,218.8974609375,4360.5
538,19.965820312500004,218.8994140625,4364.0
539,19.9658203125,218.90136718750003,4364.0
540,19.9658203125,218.9033203125,4366.5
541,19.965820312500004,218.90527343750003,4371.5
542,19.9658203125,218.90722656250003,4377.0
543,19.9658203125,218.9091796875,4379.5
544,19.9638671875,218.5576171875,4613.0
545,19.963867187499996,218.5595703125,4612.0
546,19.963867187499996,218.56152343749997,4611.0
547,19.963867187499996,218.5634765625,4609.5
548,19.963867187499996,218.5654296875,4608.0
549,19.963867187499996,218.5673828125,4606.5
550,19.963867187499996,218.5693359375,4602.5
551,19.9638671875,218.57128906250003,4597.5
552,19.963867187499996,218.5732421875,4594.0
553,19.9638671875,218.5751953125,4591.0
554,19.963867187499996,218.5771484375,4585.0
555,19.9638671875,218.5791015625,4578.5
556,19.963867187499996,218.5810546875,4571.0
557,19.9638671875,218.5830078125,4569.0
558,19.9638671875,218.5849609375,4561.5
559,19.963867187499996,218.5869140625,4557.5
560,19.963867187499996,218.5888671875,4553.0
561,19.963867187499996,218.5908203125,4544.5
562,19.9638671875,218.59277343749997,4534.0
563,19.9638671875,218.5947265625,4522.5
564,19.9638671875,218.59667968750003,4510.0
565,19.963867187499996,218.5986328125,4483.0
566,19.963867187499996,218.6005859375,4475.0
567,19.963867187499996,218.60253906250003,4466.0
568,19.9638671875,218.6044921875,4455.5
569,19.9638671875,218.60644531250003,4447.5
570,19.963867187499996,218.6083984375,4435.5
571,19.9638671875,218.6103515625,4422.0
572,19.963867187499996,218.6123046875,4412.5
573,19.963867187499996,218.6142578125,4406.5
574,19.9638671875,218.6162109375,4400.0
575,19.9638671875,218.6181640625,4392.0
576,19.9638671875,218.6201171875,4382.5
577,19.9638671875,218.6220703125,4376.0
578,19.963867187499996,218.6240234375,4369.5
579,19.963867187499996,218.6259765625,4362.5
580,19.963867187499996,218.62792968750003,4357.5
581,19.963867187499996,218.6298828125,4350.0
582,19.963867187499996,218.6318359375,4345.0
583,19.9638671875,218.63378906250003,4346.5
584,19.9638671875,218.6357421875,4349.5
585,19.963867187499996,218.63769531249997,4348.5
586,19.9638671875,218.6396484375,4345.5
587,19.963867187499996,218.6416015625,4345.0
588,19.9638671875,218.6435546875,4344.5
589,19.963867187499996,218.6455078125,4344.5
590,19.963867187499996,218.6474609375,4343.5
591,19.9638671875,218.6494140625,4340.5
592,19.963867187499996,218.65136718750003,4338.5
593,19.963867187499996,218.6533203125,4338.0
594,19.963867187499996,218.6552734375,4340.0
595,19.9638671875,218.6572265625,4340.0
596,19.963867187499996,218.6591796875,4338.5
597,19.9638671875,218.6611328125,4340.5
598,19.9638671875,218.6630859375,4338.0
599,19.963867187499996,218.6650390625,4335.5
600,19.963867187499996,218.6669921875,4336.0
601,19.963867187499996,218.6689453125,4337.0
602,19.963867187499996,218.6708984375,4335.5
603,19.963867187499996,218.67285156250003,4332.5
604,19.963867187499996,218.6748046875,4337.5
605,19.963867187499996,218.6767578125,4338.0
606,19.963867187499996,218.67871093750003,4340.0
607,19.963867187499996,218.6806640625,4342.5
608,19.963867187499996,218.68261718750003,4346.5
609,19.9638671875,218.68457031250003,4348.0
610,19.963867187499996,218.6865234375,4352.5
611,19.963867187499996,218.6884765625,4364.0
612,19.9638671875,218.6904296875,4376.0
613,19.9638671875,218.6923828125,4381.5
614,19.963867187499996,218.6943359375,4387.5
615,19.963867187499996,218.6962890625,4396.5
616,19.963867187499996,218.6982421875,4402.5
617,19.963867187499996,218.7001953125,4412.0
618,19.9638671875,218.7021484375,4421.0
619,19.963867187499996,218.70410156250003,4429.0
620,19.9638671875,218.7060546875,4435.0
621,19.9638671875,218.7080078125,4441.0
622,19.9638671875,218.7099609375,4443.0
623,19.963867187499996,218.7119140625,4453.5
624,19.9638671875,218.7138671875,4455.0
625,19.963867187499996,218.7158203125,4463.0
626,19.963867187499996,218.71777343750003,4463.0
627,19.9638671875,218.7197265625,4464.0
628,19.963867187499996,218.7216796875,4469.5
629,19.963867187499996,218.7236328125,4471.5
630,19.963867187499996,218.7255859375,4476.0
631,19.9638671875,218.7275390625,4480.0
632,19.9638671875,218.72949218750003,4479.5
633,19.963867187499996,218.7314453125,4481.5
634,19.963867187499996,218.7333984375,4483.0
635,19.963867187499996,218.7353515625,4487.0
636,19.963867187499996,218.7373046875,4493.5
637,19.963867187499996,218.7392578125,4509.0
638,19.963867187499996,218.7412109375,4510.0
639,19.9638671875,218.7431640625,4517.0
640,19.9638671875,218.7451171875,4523.5
641,19.963867187499996,218.7470703125,4525.5
642,19.963867187499996,218.74902343750003,4530.0
643,19.963867187499996,218.7509765625,4535.0
