OID,Latitude (N),Longitude (E),LOLA 1024ppd Elevation - Numeric
506,20.486816406249996,218.62353515625,4816.5
507,20.486816406249996,218.62451171875,4815.5
508,20.48681640625,218.62548828125,4814.5
509,20.48681640625,218.62646484375003,4813.5
510,20.486816406249996,218.62744140625,4812.5
511,20.48681640625,218.62841796875,4811.0
512,20.486816406249996,218.62939453125,4810.0
513,20.486816406249996,218.63037109374997,4808.5
514,20.48681640625,218.63134765625,4807.5
515,20.486816406249996,218.63232421875,4806.0
516,20.48681640625,218.63330078125,4804.5
517,20.486816406249996,218.63427734375,4803.5
518,20.48681640625,218.63525390625,4802.0
519,20.486816406249996,218.63623046875003,4800.0
520,20.48681640625,218.63720703125,4798.5
521,20.486816406249996,218.63818359375,4797.0
522,20.486816406249996,218.63916015625,4795.0
523,20.48681640625,218.64013671875003,4793.5
524,20.48681640625,218.64111328125,4791.0
525,20.48681640625,218.64208984375,4789.0
526,20.486816406249996,218.64306640625,4787.0
527,20.48681640625,218.64404296875,4784.5
528,20.486816406249996,218.64501953125,4783.5
529,20.486816406249996,218.64599609375,4785.0
530,20.48681640625,218.64697265625,4788.0
531,20.486816406249996,218.64794921875,4790.5
532,20.48681640625,218.64892578125003,4793.0
533,20.48681640625,218.64990234375,4796.0
534,20.486816406249996,218.65087890625,4799.0
535,20.486816406249996,218.65185546875003,4802.0
536,20.486816406249996,218.65283203125,4805.0
537,20.486816406249996,218.65380859375,4807.5
538,20.486816406249996,218.65478515625,4810.0
539,20.486816406249996,218.65576171875,4813.0
540,20.48681640625,218.65673828125,4815.0
541,20.486816406249996,218.65771484375,4817.5
542,20.486816406249996,218.65869140625,4820.0
543,20.486816406249996,218.65966796875,4822.0
544,20.48681640625,218.66064453125,4824.5
545,20.486816406249996,218.66162109374997,4826.5
546,20.48681640625,218.66259765625,4828.5
547,20.48681640625,218.66357421875,4830.5
548,20.486816406249996,218.66455078125,4832.5
549,20.48681640625,218.66552734375,4834.0
550,20.486816406249996,218.66650390625,4836.0
551,20.486816406249996,218.66748046875,4838.0
552,20.48681640625,218.66845703125,4840.0
553,20.48681640625,218.66943359375,4842.0
554,20.486816406249996,218.67041015625,4844.5
555,20.48681640625,218.67138671875003,4847.0
556,20.48681640625,218.67236328125,4848.0
557,20.486816406249996,218.67333984375,4849.0
558,20.48681640625,218.67431640625003,4851.0
559,20.486816406249996,218.67529296875,4852.5
560,20.486816406249996,218.67626953125,4854.5
561,20.48681640625,218.67724609375,4856.5
562,20.486816406249996,218.67822265625,4858.5
563,20.48681640625,218.67919921875,4860.0
564,20.48681640625,218.68017578125003,4862.0
565,20.48681640625,218.68115234374997,4864.0
566,20.48681640625,218.68212890625,4866.0
567,20.486816406249996,218.68310546875003,4868.0
568,20.486816406249996,218.68408203125003,4869.5
569,20.48681640625,218.68505859375,4871.5
570,20.486816406249996,218.68603515625,4873.0
